Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
sam,Sequence Alignment/Map (SAM) format for alignment of nucleotide sequences (e.g. sequencing reads) to (a) reference sequence(s),"","",FALSE,http://edamontology.org/format_2573,fileFormat,,"","",sam,Class,Data,File_Format,Open_Format,"","",""
vcf,"Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation)","","",FALSE,http://edamontology.org/format_3016,fileFormat,,"","",vcf,Class,Data,File_Format,Open_Format,"","",""
bcf,"BCF, the binary version of Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation)","","",FALSE,http://edamontology.org/format_3016,fileFormat,,"","",bcf,Class,Data,File_Format,Open_Format,"","",""
maf,"Multiple Alignment Format (MAF) supporting alignments of whole genomes with rearrangements, directions, multiple pieces to the alignment, and so forth","","",FALSE,http://edamontology.org/format_3008,fileFormat,,"","",maf,Class,Data,File_Format,Open_Format,"","",""
bed,"Browser Extensible Data (BED) format of sequence annotation track, typically to be displayed in a genome browser","","",FALSE,http://edamontology.org/format_3003,fileFormat,,"","",bed,Class,Data,File_Format,Open_Format,"","",""
chp,CHP file contains probe set analysis results generated from Affymetrix software,"","",FALSE,"",fileFormat,,"","",chp,Class,Data,File_Format,Proprietary_Format,"","",""
cel,Format of Affymetrix data file of information about (raw) expression levels of the individual probes,"","",FALSE,http://edamontology.org/format_1638,fileFormat,,"","",cel,Class,Data,File_Format,Proprietary_Format,"","",""
sif,SIF (simple interaction file) Format - a network/pathway format used for instance in cytoscape,"","",FALSE,http://edamontology.org/format_3619,fileFormat,,"","",sif,Class,Data,File_Format,"","","",""
tsv,Tabular data represented as tab-separated values in a text file,"","",FALSE,http://edamontology.org/format_3475,fileFormat,,"","",tsv,Class,Data,File_Format,Preferred_Open_Format,"","",""
csv,Tabular data represented as comma-separated values in a text file,"","",FALSE,http://edamontology.org/format_3752,fileFormat,,"","",csv,Class,Data,File_Format,Preferred_Open_Format,"","",""
txt,Textual format,"","",FALSE,http://edamontology.org/format_2330,fileFormat,,"","",txt,Class,Data,File_Format,Preferred_Open_Format,"","",""
plink,Any Plink file format (MAP/PED/BED/BIM/FAM),"","",FALSE,https://www.cog-genomics.org/plink2/formats,fileFormat,,"","",plink,Class,Data,File_Format,Open_Format,"","",""
bigwig,bigWig format for large sequence annotation tracks that consist of a value for each sequence position,"","",FALSE,http://edamontology.org/format_3006,fileFormat,,"","",bigwig,Class,Data,File_Format,Open_Format,"","",""
wiggle,Wiggle format (WIG) of a sequence annotation track that consists of a value for each sequence position,"","",FALSE,http://edamontology.org/format_3005,fileFormat,,"","",wiggle,Class,Data,File_Format,Open_Format,"","",""
gct,"Tab-delimited text files of GenePattern that contain a column for each sample, a row for each gene, and an expression value for each gene in each sample","","",FALSE,http://edamontology.org/format_3709,fileFormat,,"","",gct,Class,Data,File_Format,"","","",""
bgzip,Blocked GNU Zip format,"","",FALSE,http://edamontology.org/format_3615,fileFormat,,"","",bgzip,Class,Data,File_Format,Open_Format,"","",""
zip,zip is a format standard of a digital entity that is conformant with the PKWARE .ZIP file format specification,"","",FALSE,http://purl.obolibrary.org/obo/OBI_0000325,fileFormat,,"","",zip,Class,Data,File_Format,Open_Format,"","",""
seg,SEG file (segmented data; .seg or .cbs) is a tab-delimited text file that lists loci and associated numeric values,"","",FALSE,https://software.broadinstitute.org/software/igv/SEG,fileFormat,,"","",seg,Class,Data,File_Format,Open_Format,"","",""
html,HTML format,"","",FALSE,http://edamontology.org/format_2331,fileFormat,,"","",html,Class,Data,File_Format,"","","",""
mov,A video file format with the .mov extension,"","",FALSE,Sage Bioenetworks,fileFormat,,"","",mov,Class,Data,File_Format,"","","",""
hyperlink,"A reference (link) from some point in one hypertext document to another document, another place in the same document, or a website.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C47919,fileFormat,,"","",hyperlink,Class,Data,File_Format,"","","",""
svs,"A single-file pyramidal tiled TIFF, with non-standard metadata and compression.","","",FALSE,https://openslide.org/formats/aperio/,fileFormat,,"","",svs,Class,Data,File_Format,"","","",""
md,Markdown (MD) is a lightweight markup language with plain text formatting syntax,"","",FALSE,https://en.wikipedia.org/wiki/Markdown,fileFormat,,"","",md,Class,Data,File_Format,"","","",""
flagstat,Output of samtools flagstat tool,"","",FALSE,"",fileFormat,,"","",flagstat,Class,Data,File_Format,"","","",""
gtf,Gene transfer format (GTF) is a file format used to hold information about gene structure,"","",FALSE,https://en.wikipedia.org/wiki/Gene_transfer_format,fileFormat,,"","",gtf,Class,Data,File_Format,"","","",""
raw,Proprietary file format for mass spectrometry data from Thermo Scientific,"","",FALSE,http://edamontology.org/format_3712,fileFormat,,"","",raw,Class,Data,File_Format,"","","",""
msf,Proprietary mass-spectrometry format of Thermo Scientific's ProteomeDiscoverer software,"","",FALSE,http://edamontology.org/format_3702,fileFormat,,"","",msf,Class,Data,File_Format,"","","",""
rmd,markdown document specific to r analyses,"","",FALSE,http://rmarkdown.rstudio.com/developer_document_templates.html,fileFormat,,"","",rmd,Class,Data,File_Format,"","","",""
bed narrowPeak,"This format is used to provide called peaks of signal enrichment based on pooled, normalized (interpreted) data. It is a BED6+4 format.","","",FALSE,http://genome.ucsc.edu/FAQ/FAQformat.html#format12,fileFormat,,"","",bed_narrowPeak,Class,Data,File_Format,"","","",""
bed broadPeak,"This format is used to provide called regions of signal enrichment based on pooled, normalized (interpreted) data. It is a BED 6+3 format.","","",FALSE,http://genome.ucsc.edu/FAQ/FAQformat.html#format13,fileFormat,,"","",bed_broadPeak,Class,Data,File_Format,"","","",""
bed gappedPeak,"This format is used to provide called regions of signal enrichment based on pooled, normalized (interpreted) data where the regions may be spliced or incorporate gaps in the genomic sequence. It is a BED12+3 format.","","",FALSE,http://genome.ucsc.edu/FAQ/FAQformat.html#format14,fileFormat,,"","",bed_gappedPeak,Class,Data,File_Format,"","","",""
avi,AVI files can contain both audio and video data in a file container that allows synchronous audio-with-video playback.,"","",FALSE,https://en.wikipedia.org/wiki/Audio_Video_Interleave,fileFormat,,"","",avi,Class,Data,File_Format,"","","",""
pzfx,"A PZFX file is a Prism project created by GraphPad Prism, a scientific application used to analyze and graph data. It contains project data including graphs and layouts, notes, and tables.","","",FALSE,https://fileinfo.com/extension/pzfx,fileFormat,,"","",pzfx,Class,Data,File_Format,"","","",""
fig,"Line drawing saved in the Xfig format; stored as a vector image that may include lines, shapes, arcs, splines, arrows, and text objects; may also include images, colors, and patterns.","","",FALSE,https://fileinfo.com/extension/fig,fileFormat,,"","",fig,Class,Data,File_Format,"","","",""
xml,eXtensible Markup Language (XML) format.,"","",FALSE,http://edamontology.org/format_2332,fileFormat,,"","",xml,Class,Data,File_Format,Preferred_Open_Format,"","",""
tar,tape archive,"","",FALSE,https://en.wikipedia.org/wiki/Tar_(computing),fileFormat,,"","",tar,Class,Data,File_Format,"","","",""
R script,R script with expected extension “.R”.,"","",FALSE,Sage Bionetworks,fileFormat,,"","",R_script,Class,Data,File_Format,"","","",""
abf,The Axon Binary File format (ABF) was created for the storage of binary experimental data.,"","",FALSE,https://mdc.custhelp.com/euf/assets/content/ABFHelp.pdf,fileFormat,,"","",abf,Class,Data,File_Format,"","","",""
bpm,A beaded pool manifest. Describe the SNP or probe content on a BeadChip or in an assay pool.,"","",FALSE,https://support.illumina.com/datafiles.html,fileFormat,,"","",bpm,Class,Data,File_Format,"","","",""
dat,Format of Affymetrix data file of raw image data.,"","",FALSE,http://edamontology.org/format_1637,fileFormat,,"","",dat,Class,Data,File_Format,"","","",""
jpg,Joint Picture Group file format for lossy graphics file.,"","",FALSE,http://edamontology.org/format_3579,fileFormat,,"","",jpg,Class,Data,File_Format,"","","",""
locs,Illumina iScan bead location file.,"","",FALSE,https://support.illumina.com/content/dam/illumina-support/documents/documentation/system_documentation/iscan/iscan-system-guide-11313539-01.pdf,fileFormat,,"","",locs,Class,Data,File_Format,"","","",""
Sentrix descriptor file,A BeadScan specific file needed to perform scan setting checks for different array formats and assay type.,"","",FALSE,https://support.illumina.com/content/dam/illumina-support/documents/myillumina/dd0aff11-2664-481b-a8ce-26831a907cae/beadscan_3.0_software_addendum.pdf,fileFormat,,"","",Sentrix_descriptor_file,Class,Data,File_Format,"","","",""
Python script,Python script with expected extension “.py”.,"","",FALSE,Sage Bionetworks,fileFormat,,"","",Python_script,Class,Data,File_Format,"","","",""
MATLAB script,A MATLAB script file with expected extension “.m”. Note that files with a “.mat” extension contains MATLAB formatted data.,"","",FALSE,Sage Bionetworks,fileFormat,,"","",MATLAB_script,Class,Data,File_Format,"","","",""
MATLAB data,A MATLAB formatted data file with expected extension “.mat”.,"","",FALSE,Sage Bionetworks,fileFormat,,"","",MATLAB_data,Class,Data,File_Format,"","","",""
sav,"The SPSS Statistics File Format is a proprietary binary format, developed and maintained as the native format for the SPSS statistical software application.","","",FALSE,https://www.loc.gov/preservation/digital/formats/fdd/fdd000469.shtml,fileFormat,,"","",sav,Class,Data,File_Format,"","","",""
gzip,GZipped format,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C80220,fileFormat,,"","",gzip,Class,Data,File_Format,"","","",""
sdf,SDF is one of a family of chemical-data file formats developed by MDL Information Systems; it is intended especially for structural information.,"","",FALSE,http://edamontology.org/format_3814,fileFormat,,"","",sdf,Class,Data,File_Format,"","","",""
RData,"The RData format (usually with extension .rdata or .rda) is a format designed for use with R, a system for statistical computation and related graphics, for storing a complete R workspace or selected 'objects' from a workspace in a form that can be loaded back by R.","","",FALSE,https://www.loc.gov/preservation/digital/formats/fdd/fdd000470.shtml,fileFormat,,"","",RData,Class,Data,File_Format,"","","",""
hic,Hi-C contact matrix file,"","",FALSE,https://github.com/theaidenlab/juicer/wiki/Data,fileFormat,,"","",hic,Class,Data,File_Format,"","","",""
ab1,TAB1 binary format of raw DNA sequence reads (output of Applied Biosystems' sequencing analysis software). Contains an electropherogram and the DNA base sequence.,"","",FALSE,http://edamontology.org/format_3000,fileFormat,,"","",ab1,Class,Data,File_Format,"","","",""
7z,"A compressed archive file format that supports several different data compression, encryption and pre-processing filters.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C80224,fileFormat,,"","",7z,Class,Data,File_Format,"","","",""
gff3,Generic Feature Format version 3 (GFF3) of sequence features.,"","",FALSE,http://edamontology.org/format_1975,fileFormat,,"","",gff3,Class,Data,File_Format,"","","",""
json,"JavaScript Object Notation format; a lightweight, text-based format to represent tree-structured data using key-value pairs.","","",FALSE,http://edamontology.org/format_3464,fileFormat,,"","",json,Class,Data,File_Format,"","","",""
sqlite,Data format used by the SQLite database.,"","",FALSE,http://edamontology.org/format_3621,fileFormat,,"","",sqlite,Class,Data,File_Format,"","","",""
svg,Scalable Vector Graphics (SVG) is an XML-based vector image format for two-dimensional graphics with support for interactivity and animation.,"","",FALSE,http://edamontology.org/format_3604,fileFormat,,"","",svg,Class,Data,File_Format,"","","",""
sra,SRA archive format (SRA) is the archive format used for input to the NCBI Sequence Read Archive.,"","",FALSE,http://edamontology.org/format_3698,fileFormat,,"","",sra,Class,Data,File_Format,"","","",""
recal,.recal file from GATK VQSR,"","",FALSE,https://software.broadinstitute.org/gatk/documentation/tooldocs/3.8-0/org_broadinstitute_gatk_tools_walkers_variantrecalibration_VariantRecalibrator.php#--recal_file,fileFormat,,"","",recal,Class,Data,File_Format,"","","",""
tranches,.tranches file from GATK VQSR,"","",FALSE,https://software.broadinstitute.org/gatk/documentation/tooldocs/3.8-0/org_broadinstitute_gatk_tools_walkers_variantrecalibration_VariantRecalibrator.php#--tranches_file,fileFormat,,"","",tranches,Class,Data,File_Format,"","","",""
mtx,Matrix Market Exchange Format,"","",FALSE,https://math.nist.gov/MatrixMarket/formats.html#MMformat,fileFormat,,"","",mtx,Class,Data,File_Format,"","","",""
tagAlign,Tag Alignment provides genomic mapping of short sequence tags.,"","",FALSE,https://genome.ucsc.edu/FAQ/FAQformat.html#format15,fileFormat,,"","",tagAlign,Class,Data,File_Format,"","","",""
dup,output of the Picard MarkDuplicates tool.,"","",FALSE,https://software.broadinstitute.org/gatk/documentation/tooldocs/4.0.4.0/picard_sam_markduplicates_MarkDuplicates.php,fileFormat,,"","",dup,Class,Data,File_Format,"","","",""
DICOM,"A comprehensive set of standards for communications between medical imaging devices, including handling, storing and transmitting information in medical imaging. It includes a file format definition and a network communication protocol.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C49059,fileFormat,,"","",DICOM,Class,Data,File_Format,"","","",""
czi,"microscopy imaging file format that saves multidimensional images such as time lapse, Z-stacks, multiposition experiments and virtual slides, combined with relevant meta information","","",FALSE,https://www.zeiss.com/microscopy/int/products/microscope-software/zen/czi.html,fileFormat,,"","",czi,Class,Data,File_Format,"","","",""
mzML,"mzML format for raw spectrometer output data, standardised by HUPO PSI MSS.","","",FALSE,http://edamontology.org/format_3244,fileFormat,,"","",mzML,Class,Data,File_Format,Preferred_Open_Format,"","",""
SPAR,Phillips MRS Header File,"","",FALSE,https://github.com/chenkonturek/MRS_MRI_libs,fileFormat,,"","",SPAR,Class,Data,File_Format,"","","",""
SDAT,Phillips MRS Data File,"","",FALSE,https://github.com/chenkonturek/MRS_MRI_libs,fileFormat,,"","",SDAT,Class,Data,File_Format,"","","",""
nii,"NIfTI-1 can store image data from any modality such as PET, MRI, CT, EEG that produces regularly sampled 1-5D rasters.","","",FALSE,https://nifti.nimh.nih.gov/nifti-1/documentation/faq,fileFormat,,"","",nii,Class,Data,File_Format,"","","",""
PAR,This is yet another MRI image format generated by Philips scanners. It is an ASCII header (PAR) plus a binary blob (REC).,"","",FALSE,https://nipy.org/nibabel/reference/nibabel.parrec.html,fileFormat,,"","",PAR,Class,Data,File_Format,"","","",""
REC,This is yet another MRI image format generated by Philips scanners. It is an ASCII header (PAR) plus a binary blob (REC).,"","",FALSE,https://nipy.org/nibabel/reference/nibabel.parrec.html,fileFormat,,"","",REC,Class,Data,File_Format,"","","",""
hdr,"MRI Header file, as in the NIFTI-1 Analyze 7.5 format","","",FALSE,https://nifti.nimh.nih.gov/pub/dist/src/niftilib/nifti1.h,fileFormat,,"","",hdr,Class,Data,File_Format,"","","",""
img,"MRI Data file, as in the NIFTI-1 Analyze 7.5 format","","",FALSE,https://nifti.nimh.nih.gov/pub/dist/src/niftilib/nifti1.h,fileFormat,,"","",img,Class,Data,File_Format,"","","",""
sf,"Salmon’s main output is its quantification file. This file is a plain-text, tab-separated file with a single header line (which names all of the columns).","","",FALSE,https://salmon.readthedocs.io/en/latest/file_formats.html,fileFormat,,"","",sf,Class,Data,File_Format,"","","",""
