Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
isMultiSpecimen,Whether or not a file has data for multiple specimens (Yes; No),"Yes, No","",TRUE,"",experimentalData,,,"",isMultiSpecimen,DataProperty,Biosample,annotationProperty,"","","",""
sex,"Phenotypic expression of chromosomal makeup that defines a study subject as male, female, or other.","Male, Female, Unknown","",FALSE,http://purl.obolibrary.org/obo/NCIT_C28421,experimentalData,,,"",sex,Property,Biosample,annotationProperty,"",Sex,"",""
species,The name of a species (typically a taxonomic group) of organism.,"Homo sapiens,Mus musculus,Mus musculus (humanized),Rattus norvegicus,Drosophila melanogaster,Rhesus macaque,Pan troglodytes,Gallus gallus,Sus scrofa,Oryctolagus cuniculus,Danio rerio","",TRUE,"",experimentalData,,,"",species,Property,Biosample,annotationProperty,"",Species,one,""
individualID,A unique identifier (non-PII) that represents the individual from which the data came. This could be a patient or animal ID.,"","sex,age,ageUnit,species,diagnosis,nf1Genotype,nf2Genotype",FALSE,"",experimentalData,,,"",individualID,Property,Biosample,annotationProperty,"","",many,"Typically annotated with a single ID, but many allowed for, e.g. a clinical dataset that contains endpoint data for an entire cohort."
parentSpecimenID,"A unique identifier (non-PII) that represents the parent specimen (sample) from which the data came from, e.g. the single parent tumor. The parentSpecimenIDcan be the same as specimenID when there is no subsectioning.","","specimenID,aliquotID,organ,tissue,isCellLine,isPrimaryCell,cellType,tumorType,specimenPreparationMethod,modelSystemName",FALSE,"","",,,"","",Property,Biosample,annotationProperty,"","","",""
specimenID,"A unique identifier (non-PII) that represents the subspecimen (subsample) from which the data came, e.g. an ID that distinguishes between different parts of the same parent tumor specimen. This can be the A A unique identifier (non-PII) that represents the","","",FALSE,"",experimentalData,,,"",specimenID,Property,Biosample,annotationProperty,"","",many,"Typically annotated with a single ID, but many allowed for summary data."
specimenIDSource,"Optional annotation describing where the specimen ID source derived from, e.g. the biobank providing samples or a providing lab.","","",FALSE,"","",,,"","",Property,Biosample,annotationProperty,"","","",This is not officially part of the template and only used as needed.
aliquotID,A unique identifier (non-PII) that represents the aliquots used for e.g. replicate runs. This is linked to the specimenID.,"","",FALSE,"","",,,"","",Property,Biosample,annotationProperty,"","","",""
modelSystemName,"A group of presumed common ancestry with clear-cut physiological but usually not morphological distinctions such as an animal model or cell line. EXAMPLE(S):  HEK293 (cell line), Minnesota5 (swine strain), DXL (poultry strain), RB51 (vaccine strain of Brucella abortus)","28cNF,3PNF_FiPSsv_PM_2,3PNF_SiPSsv_MM_11,5PNF_TDiPSsv_MM_4,5PNF_TDiPSsv_PM_6,6PNF_SiPSrv_PM_2,7PNF_SiPSrv_PM_12,90-8,AC007-hTERT,BJFF.6,Ben-Men-1,Dh5 alpha,Dhh-Cre; NF1Arg681*/flox Schwann Cells,ELK-TAD Luciferase Reporter HEK293 Stable,ELK-TAD Luciferase Reporter HEK293 Stable NF1 -/-,Fb93.1,GM11601,GM11602,GM23338,HBE135-E6E7,HEK293,HEK293 NF1 -/- Exon 17 #A15 G629R cryptic splice,HEK293 NF1 -/- Exon 17 #B48 G629R cryptic splice,HEK293 NF1 -/- Exon 47 insT #14,HEK293 NF1 -/- Exon 52 R2550X #5,HEK293 NF1 -/- clone 2,HEK293 NF1 -/- with R1306X mNf1 cDNA,HEK293 NF1 -/- with R192X mNf1 cDNA,HEK293 NF1 -/- with R1947X mNf1 cDNA,HEK293 NF1 -/- with R2550X mNf1 cDNA,HEK293 NF1 -/- with R461X mNf1 cDNA,HEK293 NF1 -/- with R681X mNf1 cDNA,HEK293 NF1 -/- with R816X mNf1 cDNA,HEK293 NF1 -/- with WT mNf1 cDNA,HEK293 NF1 -/- with WT tagged mNf1 cDNA,HeLa SilenciX NF1,JH-2-002-CL,JH-2-079-CL,JH-2-103-CL,JHU 2-002-CL,JHU 2-002-PDX,JHU 2-079-CL,JHU 2-079-PDX,JHU 2-103-CL,JHU 2-103-PDX,KCL024,KCL025,Lis42_NF1_1N,Lis47_NF1_2N,M3 MPNST,NCC-MPNST1-C1,NCC-MPNST2-C1,NCC-MPNST3-C1,NCC-MPNST3-X2-C1,NCC-MPNST4-C1,NCC-MPNST5-C1,NF1,NF1-R68X Embryonic cells,NF2-/- AC007-hTERT,Nf1-/- Epithelial lung cells,Nf1-/- HEK 293,Nf1-/- skin-derived precursor cells,Nf1Arg681*/+ ES,Nf1Arg681*/Arg681* ES,Nf1Arg681*/Arg681* MEFs,Nf2-/- Schwann SC (mouse) (PMID26554010),S462,S462.TY,S520,SC4 [Mouse schwannoma],ST88-14,STS-26T,SZ-NF1,SZ-NF2,SZ-NF4,Schwann cell NF1 -/- (iPN97.4 #24),Schwann cell NF1 -/- with R681X mNf1 cDNA,Schwann cell NF1 -/- with R816X mNf1 cDNA,Schwann cell NF1 -/- with WT tagged mNf1 cDNA,Schwann cell i28cNF NF1 -/- (#14),ScienCell Schwann cells,T265,WT ES,YST-1,cNF00.10a,cNF04.9a,cNF97.2a,cNF97.2b,cNF98.4c,cNF98.4d,hTERT NF1 ipNF00.6,hTERT NF1 ipNF03.3,hTERT NF1 ipNF04.4,hTERT NF1 ipNF05.5,hTERT NF1 ipNF05.5 (Mixed clones),hTERT NF1 ipNF95.11b C,hTERT NF1 ipNF95.11b C/T,hTERT NF1 ipNF95.6,hTERT NF1 ipn02.3 2λ,hTERT NF1 ipn06.2 A,hTERT NF1 ipnNF09.4,hTERT NF1 ipnNF95.11c,hTERT NF1 sipnNF95.12B,hTERT SC ipn02.8,hTERT SC ipn97.4,hTERT ipn02.3 2λ,hTERT ipn02.8,hiPSC,hiPSC-SCP,human foreskin fibroblasts,i28cNF,i21cNF,i18cNF,cNF18.1a,cNF97.5,cNF99.1,icNF99.1,iPSC NF1 +/- BJFF.6 bkgd,iPSC NF1 WT,iPSC Y489C; Exon 13 cryptic splice,icNF00.10a,icNF04.9a,icNF97.2a,icNF97.2b,icNF98.4c,icNF98.4d,sNF02.2,sNF94.3,sNF96.2,sc93.1,HSS-PS,HS-Sch-2,NMS-2,C57BL/6J,NOD scid gamma,NRG,B6;129S2-Trp53tm1Tyj Nf1tm1Tyj/J,B6;129-Trp53tm1Tyj Nf1tm1Tyj Suz12Gt(Betageo)1Khe/KcichJ,B6.129S2-Nf1tm1Tyj/J,B6.129S1-Nf1tm1Cbr/J,B6.129(Cg)-Nf1tm1Par/J,Prss56Cre;R26mT,Nf1-OPG,Nf1-OPG-Arg816,HS-PSS","",FALSE,http://purl.obolibrary.org/obo/NCIT_C94171,neuro,,,list like,modelSystemName,Property,Biosample,annotationProperty,annotationProperty,Model_System,"",""
nf2Genotype,"Genotype of NF2 gene in the biospecimen from which the data were derived, if known","-/-, +/-, +/+, +/?, -/?, Unknown","",FALSE,"",neurofibromatosis,,,"",nf2Genotype,Property,Biosample,annotationProperty,"",Genotype,"",""
nf1Genotype,"Genotype of NF1 gene in the biospecimen from which the data were derived, if known","-/-, +/-, +/+, +/?, -/?, Unknown","",FALSE,"",neurofibromatosis,,,"",nf1Genotype,Property,Biosample,annotationProperty,"",Genotype,"",""
nf1Variant,"Variant (mutation) in the NF1 gene/protein in the biospecimen from which the data were derived, if known/applicable.","R816X,E178X,L578P,R1276Q,R1513X,V1621R,R2237X,Y2264X6","",FALSE,"",neurofibromatosis,,,"",nf1Mutation,Property,Biosample,annotationProperty,"",Genotype,"",See https://www.hgmd.cf.ac.uk/docs/mut_nom.html#general for nomenclature.
specimenPreparationMethod,"Term that represents preservation of the sample before usage in, e.g. sequencing","Fresh collected, Flash frozen, FFPE, Cryopreserved, OCT, RNAlater, formalin-fixed, ethanol, Viably frozen","",FALSE,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=sample&anchor=preservation_method,ngs,,,"",specimenPreparationMethod,Property,Biosample,annotationProperty,"",Specimen_State,"",""
age,A numeric value representing age of the individual. Use with ageUnit.,"",ageUnit,FALSE,Sage Bionetworks,"",,,num,age,DataProperty,Biosample,annotationProperty,biosampleAnnotation,"","",""
ageUnit,"A time unit that can be used with a given age value, e.g. years.","days, months, years","",FALSE,Sage Bionetworks,"",,,"",ageUnit,Property,Biosample,annotationProperty,biosampleAnnotation,"","",""
bioSampleUsed,The biosample used.,"","",,"","",,,"","","","","","","","",""
isXenograft,Whether or not sample source is a xenograft (Yes; No),"Yes, No","",FALSE,"",experimentalData,,,"",isXenograft,DataProperty,Biosample,annotationProperty,"","","",""
sourceName," identifies the source from where the sample is derived. If the sample assayed is a nanoparticle sample or some chemical substance not derived from a biological material, then the corresponding source name should refer to the starting sample that was modified by a protocol for the assay.","","",TRUE,"",sourceName,,,"",sourceName,Property,Sample,annotationProperty,"","","",""
sampleType,Type of sample,"","",FALSE,"",sampleType,,,"",molecularSpecies,Property,Sample,annotationProperty,"","","",Not used directly in template since each template already implicitly assumes either a biospecimen sample or chemical sample; this is a super-property for organization purposes
materialType,Type of material in the characterization,"nanoparticles,polymeric nanoparticles,small molecule,DNA","",FALSE,"",sampleType,,,"",materialType,Property,Material,annotationProperty,"","","",""
pH,Numeric value for pH sample parameter,"","",FALSE,"",parameter,,,"",pH,Property,Sample,annotationProperty,"","","",""
concentrationMaterial,Numeric value for concentration of the material,"","",FALSE,"",parameter,,,"",concentration,DataProperty,Sample,annotationProperty,"","","",""
concentrationMaterialUnit,"Unit used for the material concentration, e.g. mg/mL","mg/mL,mM,particles/mL","",FALSE,"",parameter,,,"",concentrationUnit,Property,Sample,annotationProperty,"","","",""
concentrationNaCl,Numeric value for NaCl concentration,"","",FALSE,"",parameter,,,"",concentrationNaCl,DataProperty,Sample,annotationProperty,"","","",""
concentrationNaClUnit,"Unit used for the NaCl concentration, e.g. mM","mg/mL,mM","",FALSE,"",parameter,,,"",concentrationNaClUnit,Property,Sample,annotationProperty,"","","",""
