Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
isMultiSpecimen,Whether or not a file has data for multiple specimens (Yes; No),"Yes, No",,TRUE,,experimentalData,,,,isMultiSpecimen,DataProperty,Biosample,annotationProperty,,,,
sex,"Phenotypic expression of chromosomal makeup that defines a study subject as male, female, or other.","Male, Female, Unknown",,FALSE,http://purl.obolibrary.org/obo/NCIT_C28421,experimentalData,,,,sex,Property,Biosample,annotationProperty,,Sex,,
species,The name of a species (typically a taxonomic group) of organism.,"Homo sapiens,Mus musculus,Mus musculus (humanized),Rattus norvegicus,Drosophila melanogaster,Rhesus macaque,Pan troglodytes,Gallus gallus,Sus scrofa,Oryctolagus cuniculus,Danio rerio",,TRUE,,experimentalData,,,,species,Property,Biosample,annotationProperty,,Species,one,
individualID,A unique identifier (non-PII) that represents the individual from which the data came. This could be a patient or animal ID.,,"sex,age,ageUnit,species,diagnosis,nf1Genotype,nf2Genotype",FALSE,,experimentalData,,,,individualID,Property,Biosample,annotationProperty,,,many,"Typically annotated with a single ID, but many allowed for, e.g. a clinical dataset that contains endpoint data for an entire cohort."
parentSpecimenID,"A unique identifier (non-PII) that represents the parent specimen (sample) from which the data came from, e.g. the single parent tumor. The parentSpecimenIDcan be the same as specimenID when there is no subsectioning.",,"specimenID,aliquotID,organ,tissue,isCellLine,isPrimaryCell,cellType,tumorType,specimenPreparationMethod,modelSystemName",FALSE,,,,,,,Property,Biosample,annotationProperty,,,,
specimenID,"A unique identifier (non-PII) that represents the subspecimen (subsample) from which the data came, e.g. an ID that distinguishes between different parts of the same parent tumor specimen. This can be the A A unique identifier (non-PII) that represents the",,,FALSE,,experimentalData,,,,specimenID,Property,Biosample,annotationProperty,,,many,"Typically annotated with a single ID, but many allowed for summary data."
specimenIDSource,"Optional annotation describing where the specimen ID source derived from, e.g. the biobank providing samples or a providing lab.",,,FALSE,,,,,,,Property,Biosample,annotationProperty,,,,This is not officially part of the template and only used as needed.
aliquotID,A unique identifier (non-PII) that represents the aliquots used for e.g. replicate runs. This is linked to the specimenID. ,,,FALSE,,,,,,,Property,Biosample,annotationProperty,,,,
modelSystemName,"A group of presumed common ancestry with clear-cut physiological but usually not morphological distinctions such as an animal model or cell line. EXAMPLE(S):  HEK293T (cell line), Minnesota5 (swine strain), DXL (poultry strain), RB51 (vaccine strain of Brucella abortus)","C57BL/6J,NOD scid gamma,B6;129S2-Trp53tm1Tyj Nf1tm1Tyj/J,B6;129-Trp53tm1Tyj Nf1tm1Tyj Suz12Gt(Betageo)1Khe/KcichJ,B6.129S2-Nf1tm1Tyj/J,B6.129S1-Nf1tm1Cbr/J,B6.129(Cg)-Nf1tm1Par/J,hiPSC-SCP,hiPSC,JHU 2-103-CL,JHU 2-002-CL,JHU 2-079-CL,JHU 2-103-PDX,JHU 2-002-PDX,JHU 2-079-PDX,human foreskin fibroblasts,hTERT NF1 ipNF05.5,hTERT NF1 ipNF05.5 (Mixed clones),hTERT NF1 ipn06.2 A,hTERT NF1 ipNF95.11b C/T,hTERT NF1 ipNF95.6,hTERT SC ipn02.8,hTERT NF1 ipnNF95.11c,hTERT NF1 ipNF95.11b C,hTERT NF1 ipnNF09.4,hTERT NF1 ipNF04.4,hTERT NF1 sipnNF95.12B,hTERT NF1 ipNF00.6,hTERT NF1 ipNF03.3,hTERT NF1 ipn02.3 2λ,hTERT SC ipn02.8,SZ-NF1,SZ-NF2,SZ-NF4,NF1,Lis42_NF1_1N,Lis47_NF1_2N,ST88-14,sNF96.2,sNF02.2,sNF94.3,GM11602,GM11601,KCL024,KCL025,5PNF_TdiPSsv_PM_6,5PNF_TdiPSsv_MM_4,7PNF_SiPSrv_PM_12,6PNF_SiPSrv_PM_2,3PNF_SiPSsv_MM_11,3PNF_FiPSsv_PM_2,NCC-MPNST5-C1,NCC-MPNST3-C1,NCC-MPNST4-C1,NCC-MPNST3-X2-C1,NCC-MPNST2-C1,STS-26T,YST-1,90-8,S520,S462,S462.TY,sc93.1,Fb93.1, JH-2-002-CL, JH-2-079-CL, JH-2-103-CL, icNF00.10a, cNF00.10a, icNF97.2a, cNF97.2a, icNF97.2b, cNF97.2b, icNF98.4d, cNF98.4d, i28NF, 28NF, icNF04.9a, cNF04.9a, icNF98.4c, cNF98.4c, Nf2-/- Schwann SC (mouse) (PMID26554010), SC4 [Mouse schwannoma], AC007-hTERT, NF2-/- AC007-hTERT, Ben-Men-1,M3 MPNST,NRG",,FALSE,http://purl.obolibrary.org/obo/NCIT_C94171,neuro,,,list,modelSystemName,Property,Biosample,annotationProperty,annotationProperty,Model_System,,
nf2Genotype,"Genotype of NF2 gene in the biospecimen from which the data were derived, if known","-/-, +/-, +/+, +/?, -/?, Unknown",,FALSE,,neurofibromatosis,,,,nf2Genotype,Property,Biosample,annotationProperty,,Genotype,,
nf1Genotype,"Genotype of NF1 gene in the biospecimen from which the data were derived, if known","-/-, +/-, +/+, +/?, -/?, Unknown",,FALSE,,neurofibromatosis,,,,nf1Genotype,Property,Biosample,annotationProperty,,Genotype,,
specimenPreparationMethod,"Term that represents preservation of the sample before usage in, e.g. sequencing","Fresh collected, Flash frozen, FFPE, Cryopreserved, OCT, RNAlater, formalin-fixed, ethanol, Viably frozen",,FALSE,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=sample&anchor=preservation_method,ngs,,,,specimenPreparationMethod,Property,Biosample,annotationProperty,,Specimen_State,,
age,A numeric value representing age of the individual. Use with ageUnit.,,ageUnit,FALSE,Sage Bionetworks,,,,num,age,DataProperty,Biosample,annotationProperty,biosampleAnnotation,,,
ageUnit,"A time unit that can be used with a given age value, e.g. years.","days, months, years",,FALSE,Sage Bionetworks,,,,,ageUnit,Property,Biosample,annotationProperty,biosampleAnnotation,,,
bioSampleUsed,The biosample used.,,,,,,,,,,,,,,,,
isXenograft,Whether or not sample source is a xenograft (Yes; No),"Yes, No",,TRUE,,experimentalData,,,,isXenograft,DataProperty,Biosample,annotationProperty,,,,
