Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
Fibrosarcoma,(FIBS) A malignant mesenchymal fibroblastic neoplasm affecting the soft tissue and bone.,"","",FALSE,obo:NCIT_C3043,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Necrotic Neoplasm,A neoplasm characterized by focal or diffuse tumor cell necrosis.,"","",FALSE,obo:NCIT_C36029,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Hemorrhagic Neoplasm,A neoplasm with hemorrhagic findings.,"","",FALSE,Sage Bionetworks,tumorType,,"","","",Class,Biosample,Tumor,"","","",This is based after the NCIT term 'Necrotic Neoplasm' to accomodate records using only 'hemorrhage' for tumor description -- it may be of limited usefulness long-term.
NF1-Associated Tumor,Unspecified NF1-associated tumor; use a more specific tumor classification if available.,"","",FALSE,Sage Bionetworks,tumorType,,"","","",Class,Biosample,Tumor,"","","",This was added to accomodate records that only specified 'NF1' and is patterned after the existence of the NCIT term 'NF1-Associated Malignant Peripheral Nerve Sheath Tumor'
NF2-Associated Tumor,Unspecified NF2-associated tumor; use a more specific tumor classification if available.,"","",FALSE,Sage Bionetworks,tumorType,,"","","",Class,Biosample,Tumor,"","","",This was added to accomodate records that only specified 'NF2' and is patterned after the existence of the NCIT term 'NF1-Associated Malignant Peripheral Nerve Sheath Tumor'
ANNUBP,"Atypical neurofibromatous neoplasms of uncertain biologic potential is a provisional classification for lesions displaying at least two features: atypia, loss of neurofibroma architecture, high cellularity, and/or mitotic activity >1/50 but <3/10 high power fields. They can be inconsistently diagnosed as atypical neurofibroma or low-grade MPNST. See https://pubmed.ncbi.nlm.nih.gov/28551330/.","","",FALSE,Sage Bionetworks,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
tumor,"General term for tumor sample – use when it is unknown when a more specific clinical classification is unknown, e.g. whether it is primary or secondary.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C18009,tissue,,"","",Tumor,Class,Biosample,Tumor,"","","",""
metastatic tumor,"For neoplasms, a non-infiltrating and non-metastasizing neoplastic process that is characterized by the absence of morphologic features associated with malignancy (e.g., severe atypia, nuclear pleomorphism, tumor cell necrosis, and abnormal mitoses).","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C14172,tissue,,"","",Metastatic_Tumor,Class,Biosample,Tumor,"","","",""
metastatic/recurrent tumor,A tumor with metastatic/recurrent characteristic.,"","",FALSE,"",tissue,,"","",Metastatic_Recurrent_Tumor,Class,Biosample,Tumor,"","","",""
recurrent tumor,A tumor described with recurrent characteristic.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C4798,tissue,,"","",Recurrent_Tumor,Class,Biosample,Tumor,"","","",""
