Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
rheometry,The study of the flow of fluids which cannot be defined by a single value of viscosity. Rheometry (synonym: rheology) is the measurement of the relationship between deformation and stress for these liquids. [ https://orcid.org/0000-0002-0640-0422 ],,,FALSE,http://purl.obolibrary.org/obo/CHMO_0000915,assay,,,,Rheometry,Class,Assay,Assay,Assay,,,
Gel filtration chromatography,"Gel filtration chromatography (synonym: gel permeation chromatography - GPC) is a type of size-exclusion chromatography (SEC), that separates analytes on the basis of size, typically in organic solvents. The technique is often used for the analysis of polymers.",,,FALSE,http://purl.obolibrary.org/obo/CHMO_0001011,assay,,,,Gel_Filtration_Chromatography,Class,Assay,Assay,Proteomics_Assay,,,
differential scanning calorimetry,"Differential scanning calorimetry (DSC) is the measurement of thermodynamic parameters (e.g. enthalpy) during a chemical or biochemical reaction of both a sample and a reference, by the known variation (step-wise or linear) of one variable, whilst a second is kept constant.",,,FALSE,http://purl.obolibrary.org/obo/CHMO_0000684,assay,,,,Differential_Scanning_Calorimetry,Class,Assay,Assay,Assay,,,
singleMolecule,An experiment in which a single molecule was used in an assay,,,FALSE,,drugScreenType,,,,Single_Molecule_Drug_Screen,Class,Assay,Assay,Drug_Screen,,,
smallMoleculeLibraryScreen,"High throughput sample analysis of small molecules for purpose such as drug discovery, or biochemical, genetic or pharmacological tests.",,,FALSE,http://purl.obolibrary.org/obo/ERO_0001726,drugScreenType,,,,Small_Molecule_Library_Screen,Class,Assay,Assay,Drug_Screen,,,
combinationLibraryScreen,High throughput sample analysis of collections of compounds that provide a variety of chemically diverse structures that can be used to identify structure types that have affinity with pharmacological targets.,,,FALSE,http://purl.obolibrary.org/obo/ERO_0001686,drugScreenType,,,,Combination_Library_Screen,Class,Assay,Assay,Drug_Screen,,,
combinationScreen,,,,FALSE,,drugScreenType,,,,Combination_Screen,Class,Assay,Assay,Drug_Screen,,,
compoundScreen,,,,FALSE,,assay,,,,Compound_Screen,Class,Assay,Assay,Drug_Screen,,,
array,,,,FALSE,,assay,,,,Array,Class,Assay,Assay,Assay,,,
Single Cell RNA Sequencing,A procedure that can determine the nucleotide sequence for all of the RNA transcripts in an amplified nucleotide sample that was derived from a single cell.,,,FALSE,http://purl.obolibrary.org/obo/NCIT_C171152,assay,,,,ScRNA_Seq,Class,Assay,Assay,RNA-Seq,,,
Massively Parallel Reporter Assay,An assay in which multiplexing the construction and interrogation of larger libraries of reporter constructs allows measurement of the transcriptional regulatory activities of thousands to hundreds of thousands of DNA sequences.,,,FALSE,http://purl.obolibrary.org/obo/OBI_0002675,assay,,,,Massively_Parallel_Reporter_Assay,Class,Assay,Assay,Reporter_Gene_Assay,,,
channel,Fluorescent color labeling for an array,"Cy5, Cy3","",TRUE,"",array,,"","",Channel,"",Assay,Assay_Parameter,"","","",""
photograph,An image recorded by a camera.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C86035,assay,,"","",Photograph,"",Assay,Assay_Parameter,"","","",""
MRISequence,The scanning sequence/modality that is used for a conventional MRI scan.,"T1-weighted,T2-weighted,PD-weighted,Short Tau Inversion Recovery","",FALSE,Sage Bionetworks,experimentalData,,"","",MRI_Sequence,Class,Assay,Assay_Parameter,"","","",""
T1-weighted,"","","",FALSE,Sage Bionetworks,MRISequence,,"","",T1-weighted,Class,Assay,Assay_Parameter,MRI_Sequence,"","",""
T2-weighted,"","","",FALSE,Sage Bionetworks,MRISequence,,"","",T2-weighted,Class,Assay,Assay_Parameter,MRI_Sequence,"","",""
PD-weighted,"","","",FALSE,Sage Bionetworks,MRISequence,,"","",PD-weighted,Class,Assay,Assay_Parameter,MRI_Sequence,"","",""
Short Tau Inversion Recovery,"","","",FALSE,Sage Bionetworks,MRISequence,,"","",Short_Tau_Inversion_Recovery,Class,Assay,Assay_Parameter,MRI_Sequence,"","",""
Cy5,Fluorescent dye used for the red channel on an array,"","",FALSE,http://purl.obolibrary.org/obo/FBbi_00000450,channel,,"","",Cy5,Class,Assay,Assay_Parameter,Channel,"","",""
Cy3,Fluorescent dye used for the green channel on an array,"","",FALSE,http://purl.obolibrary.org/obo/FBbi_00000449,channel,,"","",Cy3,Class,Assay,Assay_Parameter,Channel,"","",""
overexpression,Gene overexpression refers to genetic techniques in which an organism or cell line is engineered to express increased levels of a gene.,"","",FALSE,http://www.bioassayontology.org/bao#BAO_0002442,genePerturbationType,,"","",overexpression,Class,Assay,Assay_Parameter,Gene_Perturbation,"","",""
knockdown,"Gene knockdown refers to techniques by which the expression of one or more of an organism's genes is reduced, either through genetic modification (a change in the DNA of one of the organism's chromosomes) or by treatment with a reagent such as a short DNA or RNA oligonucleotide with a sequence complementary to either an mRNA transcript or a gene.","","",FALSE,http://www.bioassayontology.org/bao#BAO_0002433,genePerturbationType,,"","",knockdown,Class,Assay,Assay_Parameter,Gene_Perturbation,"","",""
knockout,A gene knockout is a genetic technique in which an organism is engineered to carry genes that have been made inoperative (have been 'knocked out' of the organism).,"","",FALSE,http://www.bioassayontology.org/bao#BAO_0002441,genePerturbationType,,"","",knockout,Class,Assay,Assay_Parameter,Gene_Perturbation,"","",""
fr-firststrand,"","","",FALSE,"","",,"","",Fr-firststrand,Class,Assay,Assay_Parameter,NGS_Parameter,Read_Pair_Orientation,"",""
TruSeq standard total RNA library kit,"","","",FALSE,https://www.illumina.com/products/by-type/sequencing-kits/library-prep-kits/truseq-stranded-total-rna.html,"",,"","",Library_Prep_Tru_Seq,Class,Assay,Assay_Parameter,Library_Prep,"","",""
10x,10x Genomics library preparation,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,libraryPreparationMethod,,"","",Library_Prep_10x,Class,Assay,Assay_Parameter,Library_Prep,"","",""
CEL-seq,CEL-Seq library preparation,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,libraryPreparationMethod,,"","",CEL-seq,Class,Assay,Assay_Parameter,Library_Prep,"","",""
Drop-Seq,Drop-Seq library preparation,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,libraryPreparationMethod,,"","",Drop-Seq,Class,Assay,Assay_Parameter,Library_Prep,"","",""
Smart-seq2,Smart-seq 2 library preparation,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,libraryPreparationMethod,,"","",Smart-seq2,Class,Assay,Assay_Parameter,Library_Prep,"","",""
TruSeq,TruSeq library preparation,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,libraryPreparationMethod,,"","",TruSeq,Class,Assay,Assay_Parameter,Library_Prep,"","",""
Smart-seq4,Smart-seq4 library preparation,"","",FALSE,https://www.takarabio.com/products/next-generation-sequencing/single-cell-rna-and-dna-seq/smart-seq-v4-for-mrna-seq,libraryPreparationMethod,,"","",Smart-seq4,Class,Assay,Assay_Parameter,Library_Prep,"","",""
Omni-ATAC,Omni-ATAC-seq library preparation,"","",FALSE,https://protocolexchange.researchsquare.com/article/nprot-6107/v1,libraryPreparationMethod,,"","",Omni-ATAC,Class,Assay,Assay_Parameter,Library_Prep,"","",""
