Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
readPair,The read of origin,,,FALSE,,ngs,,,int,readPair,Property,Assay,annotationProperty,ngsParameter,Read_Pair,,
isStranded,Whether or not the library is stranded (Yes; No),"Yes, No",,FALSE,,ngs,,,,isStranded,Property,Assay,annotationProperty,ngsParameter,,,
readPairOrientation,The relative orientation of the reads in a paired-end protocol,"inward, outward, matching, fr-firststrand",,FALSE,,ngs,,,,readPairOrientation,Property,Assay,annotationProperty,ngsParameter,Read_Pair_Orientation,,
readStrandOrigin,The strand from which the read originates in a strand-specific protocol,"forward, reverse",,FALSE,,ngs,,,,readStrandOrigin,Property,Assay,annotationProperty,ngsParameter,Read_Strand_Origin,,
libraryPrep,The general strategy by which the library was prepared,"rRNAdepletion, polyAselection, lncRNAenrichment, miRNAenrichment","libraryPreparationMethod,nucleicAcidSource,dissociationMethod",FALSE,,ngs,,,,libraryPrep,Property,Assay,annotationProperty,ngsParameter,Library_Prep,,
libraryPreparationMethod,Method by which library was prepared,"10x, CEL-seq, Drop-Seq, Smart-seq2, TruSeq, Smart-seq4, Omni-ATAC, NEBNext mRNA Library Prep Reagent Set for Illumina, IDT xGen Exome Research Panel, TruSeq standard total RNA library kit, Illumina TruSeq DNA Nano, KAPA HyperPrep Kit PCR-free,KAPA RNA HyperPrep Kit with RiboErase (HMR),GTAC@WUSTL in-house prep",,FALSE,,ngs,,,,libraryPreparationMethod,Property,Assay,annotationProperty,ngsParameter,Library_Preparation_Method,,
nucleicAcidSource,Source of the extracted nucleic acid used in the experiment,"bulk cell, single cell, bulk nuclei, single nucleus, mitochondria",,FALSE,Sage Bionetworks,ngs,,,,nucleicAcidSource,Property,Assay,annotationProperty,ngsParameter,Nucleic_Acid_Source,,
dissociationMethod,Procedure by which a biological specimen is dissociated into individual cells or a cell suspension,"10x_v2, FACS, Fluidigm C1, drop-seq, inDrop, mouth pipette, bulk, enzymatic, mechanical, none",,FALSE,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0009088,ngs,,,,dissociationMethod,Property,Assay,annotationProperty,ngsParameter,Dissociation_Method,,
readLength,Number of base pairs (bp) sequenced for a read,,,FALSE,,ngs,,,,readLength,DataProperty,Assay,annotationProperty,ngsParameter,,,
readDepth,"If available, coverage statistic as output from bedtools coverage or samtools stats.",,,FALSE,Sage Bionetworks,ngs,,,,readDepth,DataProperty,Assay,annotationProperty,ngsParameter,,,
isPairedEnd,"(Legacy/deprecated annotation) Whether or not is paired-end sequencing (Yes; No). Note that this can be inferred as 'Yes' when runType=pairedEnd; current templates actually use runType to capture this info.","Yes, No",,FALSE,,ngs,,,,isPairedEnd,DataProperty,Assay,annotationProperty,ngsParameter,,,
