Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
Illumina NovaSeq 6000,"A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and an output of up to 6000 Gb (32-40 reads per run). The sequencer utilizes synthesis technology and patterned flow cells to optimize throughput and even spacing of sequencing clusters.",,,FALSE,http://purl.obolibrary.org/obo/OBI_0002630,platform,,,,Illumina_NovaSeq_6000,Class,Assay,Platform,Platform,,,
PacBio Sequel IIe System,PacBio Sequel IIe System,,,FALSE,,platform,,,,PacBio_Sequel_Iie_System,Class,Assay,Platform,Platform,,,
PacBio Sequel II System,PacBio Sequel II System,,,FALSE,,platform,,,,PacBio_Sequel_II_System,Class,Assay,Platform,Platform,,,
Nanostring GeoMx,NanostringGeoMx,,,FALSE,,platform,,,,Nanostring_GeoMx,Class,Assay,Platform,Platform,,,
Chromium X,"(From 10x Genomics) Single-cell platform that can analyze hundreds to hundreds of thousands of cells in single run for e.g. gene expression, chromatin accessibility, cell surface proteins, immune clonotype, antigen specificity, CRISPR perturbation screens).",,,FALSE,https://www.10xgenomics.com/chromium-x,platform,,,,Chromium_X,Class,Assay,Platform,Platform,,,
10x Visium Spatial Gene Expression,"10x Genomics product that includes special slides, reagents and technology to allow whole transcriptome profiling with morphological (spatial) context in FFPE or fresh-frozen tissues. Vendor ref: https://www.10xgenomics.com/products/spatial-gene-expression",,,FALSE,http://www.ebi.ac.uk/efo/EFO_0010961,platform,,,,10x_Visium_Spatial_Gene_Expression,Class,Assay,Platform,Platform,,,
EnVision 2103 Multiplate Reader,EnVision 2103 Multiplate Reader,,,FALSE,,platform,,,,EnVision_2103,Class,Assay,Platform,Platform,,,
Vectra H1 3D Imaging System,"(From vendor) Handheld imaging system for clinical-quality 3D imaging; applications for facial aesthetics and clinical documention.",,,FALSE,https://www.canfieldsci.com/imaging-systems/vectra-h1-3d-imaging-system/,platform,,,,Vectra_H1,Class,Assay,Platform,Platform,,,
Vevo 3100 Imaging System,"(From vendor) A micro-ultrasound imaging system for anatomical, hemodynamic, functional, and molecular data all in one platform.",,,FALSE,https://www.visualsonics.com/product/imaging-systems/vevo-3100,platform,,,,Vectra_H1,Class,Assay,Platform,Platform,,,
Cherry Imaging TRACE Platform,"(From vendor) Full skin 3D imaging platform designed for research; uses a handheld scanner to capture thousands of images from multiple angles, which can be analyzed to create precise skin morphology model with a 100 micron accuracy to assess treatment results over time.",,,FALSE,https://www.cherryimaging.com/home,platform,,,,Cherry_Imaging_TRACE,Class,Assay,Platform,Platform,,,
Cherry Imaging FACE Platform,"(From vendor) A micro-ultrasound imaging system for anatomical, hemodynamic, functional, and molecular data all in one platform.",,,FALSE,https://www.cherryimaging.com/home,platform,,,,Cherry_Imaging_FACE,Class,Assay,Platform,Platform,,,
LifeViz Micro System,"(From vendor) Portable 3D imaging system for skin microstructure analysis.",,,FALSE,https://www.quantificare.com/3d-photography-systems_old/lifeviz-micro/,platform,,,,LifeViz_Micro_System,Class,Assay,Platform,Platform,,,
LifeViz Infinity System,"(From vendor) All-in-one 3D imaging system for face, body and breast.",,,FALSE,https://www.quantificare.com/3d-photography-systems_old/lifeviz-infinity/,platform,,,,LifeViz_Infinity_System,Class,Assay,Platform,Platform,,,
