Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
rheometry,The study of the flow of fluids which cannot be defined by a single value of viscosity. Rheometry (synonym: rheology) is the measurement of the relationship between deformation and stress for these liquids. [ https://orcid.org/0000-0002-0640-0422 ],,,FALSE,http://purl.obolibrary.org/obo/CHMO_0000915,assay,,,,Rheometry,Class,Assay,Assay,Assay,,,
Gel filtration chromatography,"Gel filtration chromatography (synonym: gel permeation chromatography - GPC) is a type of size-exclusion chromatography (SEC), that separates analytes on the basis of size, typically in organic solvents. The technique is often used for the analysis of polymers.",,,FALSE,http://purl.obolibrary.org/obo/CHMO_0001011,assay,,,,Gel_Filtration_Chromatography,Class,Assay,Assay,Proteomics_Assay,,,
differential scanning calorimetry,"Differential scanning calorimetry (DSC) is the measurement of thermodynamic parameters (e.g. enthalpy) during a chemical or biochemical reaction of both a sample and a reference, by the known variation (step-wise or linear) of one variable, whilst a second is kept constant.",,,FALSE,http://purl.obolibrary.org/obo/CHMO_0000684,assay,,,,Differential_Scanning_Calorimetry,Class,Assay,Assay,Assay,,,
singleMolecule,An experiment in which a single molecule was used in an assay,,,FALSE,,drugScreenType,,,,Single_Molecule_Drug_Screen,Class,Assay,Assay,Drug_Screen,,,
smallMoleculeLibraryScreen,"High throughput sample analysis of small molecules for purpose such as drug discovery, or biochemical, genetic or pharmacological tests.",,,FALSE,http://purl.obolibrary.org/obo/ERO_0001726,drugScreenType,,,,Small_Molecule_Library_Screen,Class,Assay,Assay,Drug_Screen,,,
combinationLibraryScreen,High throughput sample analysis of collections of compounds that provide a variety of chemically diverse structures that can be used to identify structure types that have affinity with pharmacological targets.,,,FALSE,http://purl.obolibrary.org/obo/ERO_0001686,drugScreenType,,,,Combination_Library_Screen,Class,Assay,Assay,Drug_Screen,,,
combinationScreen,,,,FALSE,,drugScreenType,,,,Combination_Screen,Class,Assay,Assay,Drug_Screen,,,
compoundScreen,,,,FALSE,,,,,,,Class,Assay,Assay,,,,
array,,,,FALSE,,,,,,,Class,Assay,Assay,,,,
ngs,next gen sequencing/genomics attributes.,"runType,readPair,isStranded,readPairOrientation,readStrandOrigin,libraryPrep,libraryPreparationMethod,libraryPreparationMethod,dissociationMethod,readLength,nucleicAcidSource",,FALSE,,,,,,NGS_Assay,Class,Assay,Assay,,,,
Single Cell RNA Sequencing,A procedure that can determine the nucleotide sequence for all of the RNA transcripts in an amplified nucleotide sample that was derived from a single cell.,,,FALSE,http://purl.obolibrary.org/obo/NCIT_C171152,assay,,,,ScRNA_Seq,Class,Assay,Assay,,,,
Massively Parallel Reporter Assay,An assay in which multiplexing the construction and interrogation of larger libraries of reporter constructs allows measurement of the transcriptional regulatory activities of thousands to hundreds of thousands of DNA sequences.,,,FALSE,http://purl.obolibrary.org/obo/OBI_0002675,assay,,,,,Class,Assay,Assay,Reporter_Gene_Assay,,,
